subject_group,school_code,school_name,major_code,major_name,selection_requirement,actual_major_max_score,actual_major_min_score,actual_major_min_rank,major_group_code,college_department,actual_major_avg_score,actual_major_admit_count,major_note
历史,10651,西南财经大学,012,金融学(经管国际化创新实验班),历,617.0,617,2306,207,,,1,
历史,10651,西南财经大学,007,会计学(注册会计师专门化),历,616.0,616,2420,207,,,1,
历史,10651,西南财经大学,011,经济与贸易类,历,615.0,615,2535,207,,,1,国际商务(双语实验班)、国际经济与贸易(双语实验班)
历史,10651,西南财经大学,014,法学(法学与国商双学位),历,615.0,615,2535,207,,,1,
历史,10651,西南财经大学,006,工商管理类(会计学院),历,614.0,614,2676,207,,,2,会计学(大数据会计)、财务管理、审计学
历史,10651,西南财经大学,008,会计学(双语实验班),历,614.0,614,2676,207,,,1,
历史,10651,西南财经大学,010,财政学类,历,613.0,613,2825,207,,,1,财政学、税收学
历史,10651,西南财经大学,004,金融学类(保险),历,612.0,612,2966,207,,,1,保险学、保险学(财务与会计双语实验班)
历史,10651,西南财经大学,003,金融学类,历,614.0,612,2966,207,,,4,金融学、金融学(证券与期货方向)、金融学(双语实验班)、信用管理、投资学
历史,10651,西南财经大学,009,工商管理类,历,612.0,611,3108,207,,,3,工商管理、工商管理(双语实验班)、市场营销、旅游管理、供应链管理、人力资源管理
历史,10651,西南财经大学,015,会计学(中外合作办学),历,604.0,593,6870,208,,,5,中外合作
历史,10651,西南财经大学,017,国际商务(中外合作办学),历,610.0,590,7706,208,,,4,中外合作
历史,10651,西南财经大学,016,市场营销(中外合作办学)(金融服务与营销),历,588.0,583,9969,208,,,5,中外合作
历史,10288,南京理工大学,004,语言学(语言信息智能处理),历,,597,5866,206,,,3,
历史,10288,南京理工大学,002,英语,历,,596,6102,206,,,3,
历史,10288,南京理工大学,003,日语,历,,595,6359,206,,,2,
历史,10010,北京化工大学,005,法学(卓越实验班),历,606.0,606,4044,207,,,1,
历史,10010,北京化工大学,004,工商管理类(新文科经管法),历,598.0,591,7548,207,,,9,财务管理、会计学、工商管理、国际经济与贸易、行政管理、公共事业管理、法学
历史,10010,北京化工大学,006,英语,历,592.0,590,7863,207,,,2,
历史,10052,中央民族大学,025,汉语言文学,历,621.0,619,2072,216,,,4,
历史,10052,中央民族大学,023,历史学,历,620.0,619,2072,216,,,3,
历史,10052,中央民族大学,022,历史学类,历,618.0,617,2306,216,,,2,考古学、文物与博物馆学
历史,10052,中央民族大学,017,哲学类,历,618.0,615,2535,216,,,2,哲学、宗教学
历史,10052,中央民族大学,024,教育学,历,616.0,615,2535,216,,,2,
历史,10052,中央民族大学,021,民族学,历,616.0,615,2535,216,,,2,
历史,10052,中央民族大学,019,法学类,历,620.0,613,2825,216,,,7,法学、法学(涉外法治)
历史,10052,中央民族大学,020,社会学类,历,615.0,612,2966,216,,,2,社会学、社会工作
历史,10052,中央民族大学,030,外国语言文学类,历,613.0,612,2966,216,,,2,英语、翻译
历史,10052,中央民族大学,026,汉语国际教育,历,612.0,612,2966,216,,,3,
历史,10052,中央民族大学,028,工商管理类,历,612.0,611,3108,216,,,5,工商管理、会计学、财务管理、人力资源管理
历史,10052,中央民族大学,029,公共管理类,历,614.0,610,3259,216,,,4,公共事业管理、行政管理
历史,10052,中央民族大学,018,经济学类,历,612.0,610,3259,216,,,4,经济学、财政学、金融学、国际经济与贸易
历史,10052,中央民族大学,027,新闻传播学类,历,612.0,610,3259,216,,,4,新闻学、广告学、网络与新媒体
历史,10730,兰州大学,015,历史学类,历,,615,2535,211,,,2,历史学(基地班)、历史学、文物与博物馆学
历史,10730,兰州大学,018,法学(涉外法治创新班),历,,612,2966,211,,,2,
历史,10730,兰州大学,013,汉语言文学,历,,606,3950,211,,,2,
历史,10730,兰州大学,008,哲学,历,,605,4140,211,,,2,
历史,10730,兰州大学,021,戏剧影视文学(数智人文创新班),历,,604,4336,211,,,2,
历史,10730,兰州大学,020,新闻学(国际传播创新班),历,,603,4540,211,,,1,
历史,10730,兰州大学,019,英语(国际组织创新班),历,,603,4540,211,,,2,
历史,10730,兰州大学,011,社会学,历,,602,4757,211,,,2,
历史,10730,兰州大学,014,德语,历,,601,4969,211,,,2,
历史,10730,兰州大学,017,法语,历,,601,4969,211,,,2,
历史,10730,兰州大学,009,经济学类,历,,605,4140,212,,,3,经济学、国际经济与贸易、金融学
历史,10730,兰州大学,016,工商管理类,历,,604,4336,212,,,2,信息管理与信息系统、会计学、人力资源管理、行政管理
历史,10730,兰州大学,012,马克思主义理论类,历+政,,609,3421,213,,,3,思想政治教育、马克思主义理论
历史,10730,兰州大学,010,政治学类,历+政,,608,3591,213,,,2,政治学与行政学、国际政治
历史,10423,中国海洋大学,001,法语,历,604.0,604,4336,102,,,3,
历史,10423,中国海洋大学,003,日语,历,603.0,602,4757,102,,,2,可选拔至日本新潟大学进行联合培养
历史,10423,中国海洋大学,002,德语,历,601.0,601,4969,102,,,2,
历史,10423,中国海洋大学,014,汉语言文学,历,615.0,614,2676,213,,,2,
历史,10423,中国海洋大学,016,法学,历,617.0,610,3259,213,,,4,教育部涉外法治人才协同培养创新基地(培育)
历史,10423,中国海洋大学,012,国际经济与贸易,历,610.0,609,3421,213,,,2,
历史,10423,中国海洋大学,010,旅游管理,历,609.0,609,3421,213,,,2,
历史,10423,中国海洋大学,015,新闻传播学类,历,609.0,607,3766,213,,,2,新闻学、网络与新媒体
历史,10423,中国海洋大学,013,英语,历,606.0,606,3950,213,,,2,
历史,10423,中国海洋大学,018,行政管理,历,606.0,603,4540,214,,,3,含全球环境治理(“环境科学+行政管理”)双学位
历史,10423,中国海洋大学,011,市场营销(数智营销管理),历,605.0,603,4540,214,,,2,
历史,10423,中国海洋大学,009,工商管理(数字化创新管理),历,603.0,603,4540,214,,,1,
历史,10423,中国海洋大学,020,公共事业管理,历,602.0,602,4757,214,,,3,
历史,10423,中国海洋大学,017,法学(中外合作办学),历,606.0,605,4140,215,,,4,中外合作
历史,10423,中国海洋大学,019,政治学与行政学,历+政,612.0,611,3108,216,,,2,
历史,10497,武汉理工大学,010,法学类,历,601.0,596,6223,201,,,6,法学、社会工作
历史,10497,武汉理工大学,007,经济学类,历,595.0,593,6999,201,,,3,经济学、金融学
历史,10497,武汉理工大学,006,工商管理类,历,599.0,591,7548,201,,,9,人力资源管理、工商管理、会计学、创业管理
历史,10497,武汉理工大学,008,外国语言文学类,历,594.0,590,7863,201,,,8,英语、法语
历史,10497,武汉理工大学,011,网络与新媒体,历,597.0,590,7863,201,,,10,
历史,10497,武汉理工大学,009,思想政治教育,历+政,601.0,596,6223,215,,,4,
历史,10497,武汉理工大学,012,金融学(中外合作办学),历,590.0,588,8476,217,,,4,中外合作
历史,10033,中国传媒大学,001,马来语(中马文化交流与国际事务),历,609.0,600,5295,111,,,2,
历史,10033,中国传媒大学,003,意大利语(中意文化交流与国际事务),历,609.0,598,5751,111,,,2,
历史,10033,中国传媒大学,002,日语(中日文化交流与国际事务),历,598.0,598,5751,111,,,2,
历史,10033,中国传媒大学,037,英语,历,610.0,610,3336,208,,,2,区域国别卓越人才实验班
历史,10033,中国传媒大学,035,新闻学,历,617.0,617,2366,209,,,2,培养新闻舆论学人才
历史,10033,中国传媒大学,032,广告学,历,628.0,616,2472,209,,,4,培养品牌学人才
历史,10033,中国传媒大学,036,传播学,历,626.0,616,2472,209,,,3,
历史,10033,中国传媒大学,033,网络与新媒体,历,619.0,615,2597,209,,,2,培养智能融媒体运营人才
历史,10033,中国传媒大学,038,汉语言文学,历,615.0,614,2753,209,,,2,
历史,10033,中国传媒大学,034,数字出版,历,614.0,612,3035,209,,,3,
历史,10033,中国传媒大学,039,行政管理,历,613.0,612,3035,209,,,3,培养媒介与公共治理人才
历史,10033,中国传媒大学,041,传播学(中外合作办学),历,608.0,607,3854,210,,,3,中外合作
历史,10033,中国传媒大学,040,广告学(中外合作办学),历,606.0,603,4644,210,,,2,中外合作
历史,10033,中国传媒大学,031,戏剧影视文学,历,616.0,614,2753,215,,,2,
历史,10255,东华大学,004,经济管理试验班,历,613.0,605,4140,210,,,2,市场营销、财务管理、会计学、工商管理
历史,10255,东华大学,006,日语,历,604.0,603,4540,210,,,2,
历史,10255,东华大学,005,新闻传播学类,历,610.0,603,4540,210,,,2,传播学、公共关系学
历史,10255,东华大学,003,经济与贸易类,历,606.0,602,4757,210,,,2,国际经济与贸易、金融学
历史,10004,北京交通大学,003,新闻传播学类(卓越人才拔尖班),历,613.0,610,3336,205,,,2,网络与新媒体、国际新闻与传播
历史,10004,北京交通大学,002,文科试验班类(经济管理人才试点班),历,615.0,609,3505,207,,,4,工商管理、会计学
历史,10004,北京交通大学,004,法学,历,611.0,609,3505,207,,,4,
历史,19145,东北大学秦皇岛分校,003,外国语言文学类,历,599.0,599,5521,208,,,3,英语、日语
历史,19145,东北大学秦皇岛分校,001,经济学类,历,607.0,601,5069,209,,,4,经济学、金融学、国际经济与贸易
历史,19145,东北大学秦皇岛分校,002,工商管理类,历,601.0,600,5295,209,,,3,工商管理、会计学、健康服务与管理
历史,10386,福州大学,004,社会学,历,593.0,591,7411,206,,,3,
历史,10697,西北大学,003,法学,历,,598,5522,207,,,2,涉外法治实验班
历史,10697,西北大学,005,中国语言文学类,历,,597,5752,207,,,2,汉语言文学、汉语国际教育
历史,10697,西北大学,006,公共管理类,历,,597,5752,207,,,2,行政管理、人力资源管理、劳动与社会保障
历史,10697,西北大学,004,考古学,历,,620,1891,208,,,1,
历史,10359,合肥工业大学,004,英语,历,587.0,580,11039,209,,,4,
历史,10359,合肥工业大学,005,印度尼西亚语,历,579.0,571,14349,209,,,4,
历史,10359,合肥工业大学,003,法学,历+政,595.0,594,6617,210,,,4,
历史,10359,合肥工业大学,002,思想政治教育,历+政,595.0,592,7137,210,,,3,
历史,10295,江南大学,003,英语(涉外法治人才卓越创新班),历,600.0,594,6494,213,,,2,
历史,10295,江南大学,005,英语,历,589.0,589,7864,213,,,2,
历史,10295,江南大学,004,日语(涉外法治人才卓越创新班),历,589.0,589,7864,213,,,2,
历史,10295,江南大学,006,日语,历,590.0,589,7864,213,,,2,
历史,10295,江南大学,002,汉语言文学,历,601.0,593,6741,214,,,4,
历史,10295,江南大学,007,社会工作,历,593.0,592,7000,214,,,5,
历史,10295,江南大学,009,工商管理(中外合作办学),历,592.0,591,7274,215,,,2,中外合作
历史,10295,江南大学,008,思想政治教育,历+政,595.0,594,6494,216,,,2,
历史,19004,北京交通大学(威海校区),001,工商管理(中外合作办学),历,586.0,579,11587,205,,,5,中外合作
历史,10054,华北电力大学(北京),006,英语(能源电力国际化人才创新班),历,598.0,598,5637,205,,,1,
历史,10054,华北电力大学(北京),002,法学,历,595.0,595,6359,205,,,1,
历史,10054,华北电力大学(北京),003,网络与新媒体,历,595.0,595,6359,205,,,2,
历史,10054,华北电力大学(北京),004,公共事业管理,历,594.0,594,6617,205,,,1,
历史,10054,华北电力大学(北京),005,行政管理,历,594.0,594,6617,205,,,1,
历史,10054,华北电力大学(北京),007,翻译,历,594.0,594,6617,205,,,1,
历史,10200,东北师范大学,002,汉语言文学(师范)(国家公费师范生),历,,615,2535,106,,,3,公师
历史,10200,东北师范大学,001,思想政治教育(师范)(国家公费师范生),历+政,,613,2825,107,,,3,公师
历史,10200,东北师范大学,010,商务英语,历,,598,5637,214,,,2,
历史,10200,东北师范大学,008,汉语言文学(师范),历,,601,4969,215,,,3,普师
历史,10200,东北师范大学,009,日语(师范),历,,597,5866,215,,,3,普师
历史,10200,东北师范大学,013,物流管理(中外合作办学),历,,544,27350,216,,,4,中外合作
历史,10200,东北师范大学,012,金融学(中外合作办学),历,,561,18651,217,,,3,中外合作
历史,10200,东北师范大学,011,政治学类,历+政,,596,6102,218,,,3,国际政治、政治学与行政学、行政管理
历史,10590,深圳大学,102,网络与新媒体,历,621.0,611,3159,201,,,10,传腾班
历史,10590,深圳大学,103,广告学,历,609.0,606,3926,201,,,11,卓越班
历史,10590,深圳大学,101,新闻传播学类,历,610.0,598,5661,201,,,116,新闻学、广告学、网络与新媒体
历史,10590,深圳大学,104,法学,历,620.0,605,4196,202,,,135,
历史,10590,深圳大学,105,行政管理,历,605.0,599,5505,202,,,40,
历史,10590,深圳大学,106,社会学,历,608.0,598,5522,202,,,36,
历史,10590,深圳大学,111,金融学,历,620.0,606,3883,203,,,10,创新班
历史,10590,深圳大学,110,经济学,历,625.0,604,4239,203,,,17,卓越班
历史,10590,深圳大学,108,工商管理,历,608.0,600,5116,203,,,10,全英班
历史,10590,深圳大学,109,金融学类,历,609.0,595,6266,203,,,183,经济学、金融学、国际经济与贸易、会计学、供应链管理
历史,10590,深圳大学,107,工商管理类,历,614.0,592,7171,203,,,189,工商管理、市场营销、人力资源管理、电子商务
历史,10590,深圳大学,113,建筑学(5年),历,603.0,594,6551,204,,,5,卓越班
历史,10590,深圳大学,112,建筑类(5年),历,621.0,592,7271,204,,,10,建筑学、城乡规划(智能空间治理)
历史,10590,深圳大学,115,汉语言文学,历,623.0,609,3419,205,,,14,卓越班
历史,10590,深圳大学,116,汉语言文学,历,613.0,603,4543,205,,,15,国学精英班
历史,10590,深圳大学,117,汉语言文学(师范),历,632.0,599,5519,205,,,61,普师
历史,10590,深圳大学,114,中国语言文学类,历,610.0,595,6475,205,,,132,哲学、汉语言文学、历史学
历史,10590,深圳大学,118,汉语言文学(汉语国际师范),历,604.0,594,6507,205,,,51,普师
历史,10590,深圳大学,122,西班牙语(国别与区域),历,603.0,596,6137,206,,,15,
历史,10590,深圳大学,124,英语(师范),历,612.0,594,6700,206,,,52,普师
历史,10590,深圳大学,120,法语(法英国别与区域),历,604.0,594,6717,206,,,14,
历史,10590,深圳大学,119,德语(德英国别与区域),历,597.0,593,6858,206,,,6,
历史,10590,深圳大学,121,日语(国别与区域),历,594.0,593,6991,206,,,6,
历史,10590,深圳大学,123,英语,历,607.0,592,7170,206,,,73,
历史,10511,华中师范大学,004,外国语言文学类,历,,604,4435,110,,,3,日语、法语、俄语、西班牙语
历史,10511,华中师范大学,003,汉语言文学(师范)(国家公费师范生),历,,621,1890,111,,,3,公师
历史,10511,华中师范大学,005,历史学(师范)(国家公费师范生),历,,618,2245,111,,,3,公师
历史,10511,华中师范大学,001,特殊教育(师范)(国家公费师范生),历,,605,4235,111,,,1,公师
